text,label,sentiment,clean_text
"Having ran across this film on the Fox movie channel on a lazy Friday afternoon, I can think of no better way to spend a lazy Friday evening then putting in my two cents worth. Especially when you consider the lack of user comments on it. Doesn't every movie, good or bad deserve more than four comments? And this movie isn't bad at all.<br /><br />The first thing to keep in mind when watching a film like April Love is to remember the era from which it came, in this case the late fifties. Films were pretty much a happy medium back then. The cinemas were devoid of tragedy while the screens were filled with wide screen Technicolor films in order to pry people away from the gray glare of the evil medium in a box called television. I don't know how many people were pried away from the boob tube to see this one, but it managed to capture my attention for 97 minutes.<br /><br />Teen Idol Pat Boone plays Nick Conover, a young teen sent to live with his Aunt Henrietta (Jeanette Nolan) and Uncle Jed (Arthur O'Connell) out in the country after being put on probation for stealing a car. It seems that his Aunt and Uncle have lost their own son (Jed Jr.)so Uncle Jed seems has lost his zest for living. Aunt Henrietta is hoping that Nick being on the farm will somehow bring Jed out of his doldrums. Story lines like this being what they are, Jed and Nick don't really care for each other too much of course. Jed then proceeds to meet up with the neighbors, Fran (Dolores Michaels)and Liz (Shirley Jones)Templeton. Immediately Jed develops a crush on Fran, and of course I don't have to tell you that Liz develops a crush on Jed. Then there's the matter of Uncle Jed's horse, a trotter who has turned wild and won't let anyone handle him since the death of Jed Jr. You could probably fill in everything that happens from that point on your own, seeing as how there are no real surprises. Doesn't matter though, you'll enjoy yourself anyway.<br /><br />Once you get over the image of squeaky clean Pat Boone, as a supposedly bad boy, you'll have no trouble with the rest of the film. Considering that, Boone does turn in a surprisingly good performance as Nick. Certainly the role doesn't require much depth, but still it's a nicely done job when you would least expect it. As Jed, Arthur O'Connell is the perfect choice for the role. In the early going, he is unreachable and cold, but as he slowly warms up to Nick, we see that he's really a pretty good guy. Jeannette Nolan is a lot of fun as Henrietta, who is constantly playing the part of mediator between Jed and Nick. Shirley Jones takes a break from Rodgers And Hammerstein and gets a few opportunities to grace us with her singing talents. As Liz, she's gorgeous to look at, great to listen to, and quite funny at times. Dolores Michaels as Fran, who is a bit more on the wild side, is equally entertaining.<br /><br />The best thing about April Love, is that there is not a true mean conniving character of any sort on the screen. Not one true villain in the whole thing. Everybody is so darn likable you can't help but enjoy the film. I truthfully find it quite refreshing, sort of like putting your troubles behind you and enjoying a summer picnic with friends. Think of it as the old Andy Griffith show with musical numbers, a little more plot, and wide screen Technicolor. The songs are a mixed bag, with the title song April Love being the best of them. Another thing I really liked is that they didn't fall back on using blue screen backdrops during the horse racing sequences, and they quite a bit more entertaining and exciting because of it. As a matter of fact, you'll find the whole film beautifully photographed and it was nice to see they didn't skimp in that department. The chemistry between Jones and Boone is good. Best of all is how the dislike between Nick and Jed is portrayed as each try in some way to gain the others respect.<br /><br />This movie will never be confused with great cinema. Yet, sometimes instead of going to Disneyland, one just needs a nice outing in the park, and that's what April Love is.<br /><br />My Grade: B+<br /><br />",1,positive,ran across film fox movie channel lazy friday afternoon think better way spend lazy friday evening putting two cent worth especially consider lack user comment doesnt every movie good bad deserve four comment movie isnt bad allthe first thing keep mind watching film like april love remember era came case late fifty film pretty much happy medium back cinema devoid tragedy screen filled wide screen technicolor film order pry people away gray glare evil medium box called television dont know many people pried away boob tube see one managed capture attention minutesteen idol pat boone play nick conover young teen sent live aunt henrietta jeanette nolan uncle jed arthur oconnell country put probation stealing car seems aunt uncle lost son jed jrso uncle jed seems lost zest living aunt henrietta hoping nick farm somehow bring jed doldrums story line like jed nick dont really care much course jed proceeds meet neighbor fran dolores michaelsand liz shirley jonestempleton immediately jed develops crush fran course dont tell liz develops crush jed there matter uncle jeds horse trotter turned wild wont let anyone handle since death jed could probably fill everything happens point seeing real surprise doesnt matter though youll enjoy anywayonce get image squeaky clean pat boone supposedly bad boy youll trouble rest film considering boone turn surprisingly good performance nick certainly role doesnt require much depth still nicely done job would least expect jed arthur oconnell perfect choice role early going unreachable cold slowly warms nick see he really pretty good guy jeannette nolan lot fun henrietta constantly playing part mediator jed nick shirley jones take break rodgers hammerstein get opportunity grace singing talent liz shes gorgeous look great listen quite funny time dolores michael fran bit wild side equally entertainingthe best thing april love true mean conniving character sort screen one true villain whole thing everybody darn likable cant help enjoy film truthfully find quite refreshing sort like putting trouble behind enjoying summer picnic friend think old andy griffith show musical number little plot wide screen technicolor song mixed bag title song april love best another thing really liked didnt fall back using blue screen backdrop horse racing sequence quite bit entertaining exciting matter fact youll find whole film beautifully photographed nice see didnt skimp department chemistry jones boone good best dislike nick jed portrayed try way gain others respectthis movie never confused great cinema yet sometimes instead going disneyland one need nice outing park thats april love ismy grade
"I saw this kung fu movie when I was a kid, and I thought it was so cool! Now I am 26 years old, and my friend has it on DVD!!!<br /><br />We got a case of brew, and watched this classic! It lost NONE of it's original kung fu coolness! If you are a fan of kung fu/karate movies, this is a must see... the DVD is available. I believe this movie is also called ""Pick Your Poison"".<br /><br />Watch it soon!",1,positive,saw kung movie kid thought cool year old friend dvdwe got case brew watched classic lost none original kung coolness fan kung fukarate movie must see dvd available believe movie also called pick poisonwatch soon
"Writers Perry and Randy Howze crafted a very engaging little story in ""Chances Are."" <br /><br />Using the idea of a reincarnated man who happens to return to his former wife's home many years later, the plot takes unexpected, delightful turns.<br /><br />Twenty four year old Robert Downey, Jr. renders a delightful performance, ably assisted by Cybil Shepherd as the widow and Ryan O'Neal as a good friend. <br /><br />This trio has just the right chemistry for this caper, playing off one another with a graceful style. I've watched this film a number of times on tv, and each time found it most enjoyable.",1,positive,writer perry randy howze crafted engaging little story chance using idea reincarnated man happens return former wife home many year later plot take unexpected delightful turnstwenty four year old robert downey render delightful performance ably assisted cybil shepherd widow ryan oneal good friend trio right chemistry caper playing one another graceful style ive watched film number time time found enjoyable
"Take a subject I didn't know much about and make it exciting, why don't you? It so happens that back about 1979, director Robert Altman said that he didn't believe he had ever made a real movie and that he expected that one of these kids riding skateboards--if he doesn't break his neck--will make the first movie. Well, I wouldn't put such an expectation on Stacy Peralta, but he is a skateboarder who has made a good movie. Of course, he was forced by the nature of the film he was making to use existing footage, and it is certainly a good thing that so much archival footage existed. Peralta edited it together well with not-your-usual talking head shots of his erstwhile colleagues as they are today. The whole effect is post-modern in the best sense, but that has been done. Altman's prediction hasn't quite come true. What Peralta has done, however, is capture enough of the energy of those heady days that we can appreciate what it must have been like when modern skateboarding was invented by the Z-Boys. This is all good. I highly recommend ""Dogtown.""",1,positive,take subject didnt know much make exciting dont happens back director robert altman said didnt believe ever made real movie expected one kid riding skateboardsif doesnt break neckwill make first movie well wouldnt put expectation stacy peralta skateboarder made good movie course forced nature film making use existing footage certainly good thing much archival footage existed peralta edited together well notyourusual talking head shot erstwhile colleague today whole effect postmodern best sense done altmans prediction hasnt quite come true peralta done however capture enough energy heady day appreciate must like modern skateboarding invented zboys good highly recommend dogtown
"Identical twin sisters Mary-Kate and Ashley Olsen climbed to fame in sitcoms like ""Two of a Kind"", I had never seen them in anything before, but I had an idea of what to expect, but it was much worse. Basically the Hunter sisters Charli (Mary-Kate) and Leila (Ashley) are in Rome for a Summer Intern Program, but not long after starting their jobs they are immediately fired for a series of mishaps. But the man who owns the company they are working in, Derek Hammond (Julian Stone), gives them their jobs back, and they they do slowly prove themselves useful assets, and talented (fashion) artists, and help stop a mean man taking over the company. Also starring Leslie Danon as Jami, Derek Lee Nixon as Ryan, Ilenia Lazzarin as Dari, Archie Kao as Nobu, Valentina Mattolini as Heidi, Michelangelo Tommaso as Paolo and Matt Patresi as Enrico Tortoni. You can tell that this film was made to go straight to video, the camera-work is completely mismatched, and it doesn't help when you want to admire the sights of Rome. In fact the background is the only good thing to watch, the twin sisters are two of the most annoying celebrities around, I knew before watching that they weren't going to interest me in any way (their not even that pretty), this is awful gush of rubbish film. Pretty poor!",0,negative,identical twin sister marykate ashley olsen climbed fame sitcom like two kind never seen anything idea expect much worse basically hunter sister charli marykate leila ashley rome summer intern program long starting job immediately fired series mishap man owns company working derek hammond julian stone give job back slowly prove useful asset talented fashion artist help stop mean man taking company also starring leslie danon jami derek lee nixon ryan ilenia lazzarin dari archie kao nobu valentina mattolini heidi michelangelo tommaso paolo matt patresi enrico tortoni tell film made straight video camerawork completely mismatched doesnt help want admire sight rome fact background good thing watch twin sister two annoying celebrity around knew watching werent going interest way even pretty awful gush rubbish film pretty poor
"One has to wonder if at any point in the production of this film a<br /><br />script existed that made any sense. Was the rough cut 3 hours<br /><br />long and was it trimmed into the incoherent mess that survives? <br /><br />Why would anyone finance this mess? I will say that Tom<br /><br />Wlaschiha is a good looking young man and he does what he can<br /><br />with the dialogue and dramatic (?) situations he is given. But<br /><br />characters come and go for no apparent reason, continuity is<br /><br />non-existent, and the acting, cinematography, and direction are (to<br /><br />put it politely) amateurish. Not One Sleeps is an unfortunate<br /><br />choice of title as it will probably prove untrue should anyone<br /><br />actually attempt to actually watch this film.",0,negative,one wonder point production film ascript existed made sense rough cut hourslong trimmed incoherent mess survives would anyone finance mess say tomwlaschiha good looking young man canwith dialogue dramatic situation given butcharacters come apparent reason continuity isnonexistent acting cinematography direction toput politely amateurish one sleep unfortunatechoice title probably prove untrue anyoneactually attempt actually watch film
"I've no idea what dimwit from San Francisco came up with this stupid plot, but apparently they need to get off whatever drugs they are taking and put their analyst on danger money -- NOW.<br /><br />Yeah, this is a plausible story, if you regard the alien abduction sequence in ""Life of Brian"" as plausible.<br /><br />This film is little more than a leftist pipedream. Had the US and USSR give up nuclear weapons, the result would've been to eliminate the only real obstacle that kept the two from engaging in a war. Bad as Korea, Vietnam and other wars of the era were, they were ""proxy wars"" fought to keep the superpowers from a direct engagement.<br /><br />This film makes me think about how realistic it was when some group of high school kids would go on a hunger strike against nuclear proliferation. As if someone would say ""Mr. President, some kids at Drastic High are not eating!"" and Ronald Reagan would reply ""My God! I'd better revise my Defense policy!"" Right.<br /><br />Like this film? Wouldn't it be better if the Soviet Union would've collapsed because they could not support their massive arms build... wait, that happened!",0,negative,ive idea dimwit san francisco came stupid plot apparently need get whatever drug taking put analyst danger money nowyeah plausible story regard alien abduction sequence life brian plausiblethis film little leftist pipedream ussr give nuclear weapon result wouldve eliminate real obstacle kept two engaging war bad korea vietnam war era proxy war fought keep superpower direct engagementthis film make think realistic group high school kid would hunger strike nuclear proliferation someone would say president kid drastic high eating ronald reagan would reply god better revise defense policy rightlike film wouldnt better soviet union wouldve collapsed could support massive arm build wait happened
"This film had all the ingredients of a good adventure movie, but it revealed incompetence at almost every level.<br /><br />The presence of Roger Moore in the cast list is usually a sign that the movie is not going to be anything more than mediocre, because Moore always has lead roles and he can't act. But this movie also had Ian Holm and Lee Marvin in it, and was based on a Wilbur smith book, so I thought I'd give it a chance when I saw the DVD for sale in the bargain bin...<br /><br />It was a mistake. The opening scene appeared to start in the middle of a reel, with sound suddenly appearing as if the first second of the soundtrack had been truncated. The scene showed a dreadnought at sea with a German crew. This bad editing was a sign of things to come, but the scene with the dreadnought was interesting enough to keep me watching. The special effects were good, and the crew wore the proper uniforms and spoke in German, indicating that the director at least paid attention to historical detail. I was surprised. <br /><br />So I kept watching, and then Moore appeared and my supicions were confirmed. Bad acting, clichéd lines, clichéd cinematography and cheap humour...but worst of all, there is a disastrous attempt to blend the light-hearted feel of the film with serious drama and tragedy. It just does not work.<br /><br />The film ends as suddenly and as badly as it started  in the middle of a reel.",0,negative,film ingredient good adventure movie revealed incompetence almost every levelthe presence roger moore cast list usually sign movie going anything mediocre moore always lead role cant act movie also ian holm lee marvin based wilbur smith book thought give chance saw dvd sale bargain binit mistake opening scene appeared start middle reel sound suddenly appearing first second soundtrack truncated scene showed dreadnought sea german crew bad editing sign thing come scene dreadnought interesting enough keep watching special effect good crew wore proper uniform spoke german indicating director least paid attention historical detail surprised kept watching moore appeared supicions confirmed bad acting clichd line clichd cinematography cheap humourbut worst disastrous attempt blend lighthearted feel film serious drama tragedy workthe film end suddenly badly started middle reel
"I dont know why people think this is such a bad movie. Its got a pretty good plot, some good action, and the change of location for Harry does not hurt either. Sure some of its offensive and gratuitous but this is not the only movie like that. Eastwood is in good form as Dirty Harry, and I liked Pat Hingle in this movie as the small town cop. If you liked DIRTY HARRY, then you should see this one, its a lot better than THE DEAD POOL. 4/5",1,positive,dont know people think bad movie got pretty good plot good action change location harry hurt either sure offensive gratuitous movie like eastwood good form dirty harry liked pat hingle movie small town cop liked dirty harry see one lot better dead pool
"If you're a fan of Mystery Science Theater 3K, Attack of the Giant Leeches, or Pinata Survival Island, this movie might be for you.<br /><br />I live in Nashville and I didn't even know of this movie's existence until the day prior to its release, when the advertising company panicked and blanketed Music Row with dozens of fliers and billboards. It barely lasted two weeks in theaters anyway.<br /><br />Bad acting, bad writing, and poor production only begin to describe this embarrassment of a film. For starters, the names are a bit much: Bo Price, Angel, and Dixie? Eesh.<br /><br />Toby's awkwardly slow delivery of lines makes one wonder what production assistant got stuck holding the cue cards off camera. Angel's character rapidly transitions from her city-slicker ways to a cowgirl, slipping into southern slang after two days on the ranch. Her wardrobe goes from chic to a female version of Toby's--in fact, in the final scene, their outfits are identical, making one wonder if the wardrobe assistant called in sick.<br /><br />The audio is inconsistent - perhaps the most noticeable example is when Toby decides to go for a swim and his voice suddenly sounds like he's shouting in a gymnasium.<br /><br />There's never quite enough explanation or character development to suffice what happens on-screen. Overacting, exasperation, grimaces, and moodiness best describes the actors' interpretation and direction of the terrible script.<br /><br />This movie is best enjoyed after consuming a couple of alcoholic beverages and in the company of your wittiest friends. But that's not saying much.",0,negative,youre fan mystery science theater attack giant leech pinata survival island movie might youi live nashville didnt even know movie existence day prior release advertising company panicked blanketed music row dozen flier billboard barely lasted two week theater anywaybad acting bad writing poor production begin describe embarrassment film starter name bit much price angel dixie eeshtobys awkwardly slow delivery line make one wonder production assistant got stuck holding cue card camera angel character rapidly transition cityslicker way cowgirl slipping southern slang two day ranch wardrobe go chic female version tobysin fact final scene outfit identical making one wonder wardrobe assistant called sickthe audio inconsistent perhaps noticeable example toby decides swim voice suddenly sound like he shouting gymnasiumtheres never quite enough explanation character development suffice happens onscreen overacting exasperation grimace moodiness best describes actor interpretation direction terrible scriptthis movie best enjoyed consuming couple alcoholic beverage company wittiest friend thats saying much
"I approached this movie with the understanding that it was one of the worst flicks ever made. I sat down to watch it with this mindset, and was pleasantly surprised.<br /><br />It's not great. It's not even that good; in fact, it's pretty poor. However, it's not as bad as I had been led to believe, by a long shot. It's pretty inept, and, evidently as a cost cutting measure, a lot of stock footage is pressed into service, a lot of which has no apparent relation to the narrative.<br /><br />What it is, however, is an intensely personal movie made by a man who evidently did not have the skills or the funding to do his idea justice. Before you discount _Glen or Glenda?_ out of hand, examine your own artistic skills. Me, I'd love to be able to draw, but anything I try to sketch comes out like stick men. I'd love to be able to sing, but all I do is frighten young children.<br /><br />Wood had an idea, and unfortunately he didn't have what it takes to make it work. However, this was an incredibly daring movie for the puritan 50s, however exploitative or incoherent it may appear at first glance.",0,negative,approached movie understanding one worst flick ever made sat watch mindset pleasantly surprisedits great even good fact pretty poor however bad led believe long shot pretty inept evidently cost cutting measure lot stock footage pressed service lot apparent relation narrativewhat however intensely personal movie made man evidently skill funding idea justice discount glen glenda hand examine artistic skill love able draw anything try sketch come like stick men love able sing frighten young childrenwood idea unfortunately didnt take make work however incredibly daring movie puritan however exploitative incoherent may appear first glance
"When Tsui Hark experiments, nothing and no one can withstand him. Legend of Zu is possibly 6Hours condensed into 1h40. One does not understand all, but like at ""2001 A Space Odyssey"" you also don't have to, but one feels the power of the film to every second, every picture. An extraordinary vision of the future of the 7th art and the one of the most pioneering, astounding, rejoicing in the recent years. VITAL severe MASTERPIECE! It's absolutely perfect as it is.<br /><br />When Tsui Hark experiments, nothing and no one can withstand him. Legend of Zu is possibly 6Hours condensed into 1h40. One does not understand all, but one feels the power of the film to every second, every picture. An extraordinary vision of the future of the 7th art and the one of the most pioneering, astounding, rejoicing in the recent years. VITAL severe MASTERPIECE! It's absolutely perfect as it is. 10000000000000/10000000000000",1,positive,tsui hark experiment nothing one withstand legend possibly hour condensed one understand like space odyssey also dont one feel power film every second every picture extraordinary vision future art one pioneering astounding rejoicing recent year vital severe masterpiece absolutely perfect iswhen tsui hark experiment nothing one withstand legend possibly hour condensed one understand one feel power film every second every picture extraordinary vision future art one pioneering astounding rejoicing recent year vital severe masterpiece absolutely perfect
This is a good film. This is very funny. Yet after this film there were no good Ernest films!,1,positive,good film funny yet film good ernest film
"This is the most difficult movie I have ever seen...the emotional content is horrific, yet unforgetable. A woman who is accused of being a political activist is brought in for questioning. The whole movie revolves around her interrogation. Alan Rickman and Madeline Stowe have intense and powerful roles for which they deserve Oscars for their performances.",1,positive,difficult movie ever seenthe emotional content horrific yet unforgetable woman accused political activist brought questioning whole movie revolves around interrogation alan rickman madeline stowe intense powerful role deserve oscar performance
"Don't even ask me why I watched this! The only excuse I can come up with that I was sick with Bronchitis and too weak to change the channel. :) It's too terrible for words, the movie that is, not the Bronchitis. The acting is deplorable, Richard Grieco hams it up as a trigger-happy, gun-slinging serial killer with a penchant for knocking off cops. Nick Mancuso phones in a performance as the cop on his trail and Nancy Allen manages to put in the only sympathetic role in the entire film. The script is dismal, peppered with clichéd lines, ""Are you ready, Pardner?"" purrs Richard Grieco to every single one of his victims. Dire. Avoid.",0,negative,dont even ask watched excuse come sick bronchitis weak change channel terrible word movie bronchitis acting deplorable richard grieco ham triggerhappy gunslinging serial killer penchant knocking cop nick mancuso phone performance cop trail nancy allen manages put sympathetic role entire film script dismal peppered clichd line ready pardner purr richard grieco every single one victim dire avoid
"I'm no horror movie buff, but my wife's nieces and nephews are. So, I saw the first movie. It was gruesome, and tense, but not my taste. Still good though. For similar reasons, at this very moment, I am being exposed to a sequel.<br /><br />The premise itself is beyond absurd. I can buy that disasters occur in the desert. I can buy that mutants exists. I can even buy that the events might be so weird and strange that the military may decide to get involved. It is unlikely, yes, but I'm willing to suspend my belief.<br /><br />HOWEVER, under no circumstances am I willing to believe that the military squad assigned to recon such an area would be unable to fend off the mutants. Being a member of the United States Army, I can assure that while fresh recruits may lack the seasoned eyes and experience of combat soldiers, any such recruits would be integrated into a capable squad.<br /><br />A squad of armed soldiers is not about to be taken out by a few mutants with knives. That's just the way it works. Squad movements, vastly superior firepower, and of course, radio support, would ensure nothing less than total victory. I'm not saying you wouldn't have casualties, but as soon as the area was verified as hostile, military training would take precedence, no-one would go off on their own even to use the bathroom.<br /><br />And if it were discovered that the area was so infested with hostiles that the squad was unable to handle the danger, they would radio in for backup. And believe me, their radios would not be jammed, if there was a chance that normal radios would not do, the squad would have a military issue satellite phone. Chances are, if they were unable to check in every hour, a search would be called.<br /><br />In order to accept this movie, you must accept that our soldiers are incompetent fools, with incompetent leaders, and an incompetent chain of command. While it may still be true that the most dangerous thing in the world is a lieutenant with a map and compass, our military forces are filled with intelligent, well-trained, competent soldiers. Mutants with knives are far below our ability to deal with.<br /><br />With the whole execution of the movie depending solidly on the impossible to imagine, the film fails to deliver. Instead, we are expected to believe that our soldiers, sailors, and airmen are incapable of dealing with even the most mediocre threats.<br /><br />As a combat veteran, I find the movie insulting.",0,negative,horror movie buff wife niece nephew saw first movie gruesome tense taste still good though similar reason moment exposed sequelthe premise beyond absurd buy disaster occur desert buy mutant exists even buy event might weird strange military may decide get involved unlikely yes willing suspend beliefhowever circumstance willing believe military squad assigned recon area would unable fend mutant member united state army assure fresh recruit may lack seasoned eye experience combat soldier recruit would integrated capable squada squad armed soldier taken mutant knife thats way work squad movement vastly superior firepower course radio support would ensure nothing less total victory saying wouldnt casualty soon area verified hostile military training would take precedence noone would even use bathroomand discovered area infested hostile squad unable handle danger would radio backup believe radio would jammed chance normal radio would squad would military issue satellite phone chance unable check every hour search would calledin order accept movie must accept soldier incompetent fool incompetent leader incompetent chain command may still true dangerous thing world lieutenant map compass military force filled intelligent welltrained competent soldier mutant knife far ability deal withwith whole execution movie depending solidly impossible imagine film fails deliver instead expected believe soldier sailor airman incapable dealing even mediocre threatsas combat veteran find movie insulting
"I first heard of Unisol 2 when I drove past a cinema when I was on holiday in America. I really did not take much notice of it until I bought the original on DVD which led me to find out about its three sequels. I subsequently started to read about The Return on the IMDB and asked friends what they thought of it. Despite their horrific criticisms of it, I still went out of my way to see it and was on the brink of buying it until I saw it for hire on DVD. I wasn't expecting much but thought that it must have been half decent to get a theatrical release in the US, after all, how often is it that you see Van Damme on the big screen? Well, nothing could have prepared me for this. It is so bad I almost cried. What a total waste of 80 minutes and £2.50. It is hard to explain how bad this move is. Honestly. This is idiotic film making. No, it's more than idiotic. I just cannot believe how this got made. I cannot believe that someone out there has not murdered Mic Rogers. How stupid can people possibly be - firstly, Van Damme actually thinking the script and finished film was good. Secondly, the fact that Xander Berkley, of Terminator 2 and Air Force One status, commited himself to this film. I simply cannot believe the stupidity of this movie. It takes itself so seriously but comes across to the audience like a spoof. Here is an example: JCVD's daughter (yes, Luc is now a human again)- ""I want my Daddy"", SETH- ""So do I"". Oh yeah, and some guy tries to shut down SETH by pulling three huge levers with - wait for it - ON and OFF written on them. The acting all round is like playschool acting. I'm sure Mr Director modelled Luc's reporter girlfriend on April O'Neil from the cartoon Teenage Mutant Hero Turtles - she refuses to go because she '...needs her story'. I mean come on - how many cliches can a film possibly use? Please listen to me fellow IMDB users - don't touch this with a barge pole. To conclude, Universal Soldier: The Return has no relation whatsoever to the first movie. In fact, if they weren't called UniSols then you would never know it was a sequel. Luc is now a human again - what the hell!?! The only place in which he can access the internet is in a stripclub. All the new Uni Sols look like they were dragged off the street, they are that unconvincing. This is pure torture to watch, so do yourself a favour - don't torture yourself. P.S - Best part of the movie: Romeo jumps off a building and shouts 'Oh sh*t'.",0,negative,first heard unisol drove past cinema holiday america really take much notice bought original dvd led find three sequel subsequently started read return imdb asked friend thought despite horrific criticism still went way see brink buying saw hire dvd wasnt expecting much thought must half decent get theatrical release often see van damme big screen well nothing could prepared bad almost cried total waste minute hard explain bad move honestly idiotic film making idiotic believe got made believe someone murdered mic rogers stupid people possibly firstly van damme actually thinking script finished film good secondly fact xander berkley terminator air force one status commited film simply believe stupidity movie take seriously come across audience like spoof example jcvds daughter yes luc human want daddy seth yeah guy try shut seth pulling three huge lever wait written acting round like playschool acting sure director modelled lucs reporter girlfriend april oneil cartoon teenage mutant hero turtle refuse need story mean come many cliche film possibly use please listen fellow imdb user dont touch barge pole conclude universal soldier return relation whatsoever first movie fact werent called unisols would never know sequel luc human hell place access internet stripclub new uni sol look like dragged street unconvincing pure torture watch favour dont torture best part movie romeo jump building shout sht
"This is an excellent documentary, packed with racing action beautiful pictures and a great story. The IMAX Cameras give you a very wide perspective, as a DVD movie it is perfect. Your hear every speaker working almost all the time, The film is not speeded up and just gives you the natural feel of 230mph. Of course there are some sound effects added but i think they are good, they give a depth to the driving scenes...",1,positive,excellent documentary packed racing action beautiful picture great story imax camera give wide perspective dvd movie perfect hear every speaker working almost time film speeded give natural feel mph course sound effect added think good give depth driving scene
"There's more to offer in the opening of The Odd Couple than in the entirety of most films. Felix Unger (the poor guy's monogram even curses him) checks into a New York hotel. A cleaning lady says ""Good night."" ""Goodbye,"" he answers back. In his room he empties his pockets, then struggles to take off his wedding ring only to put the objects neatly into an envelope, addressed to his wife and beloved children. When the viewer finally puts it together  aha, he's going to off himself  we watch him struggle to open the window  oh no, he's going to jump  The poor guy injures his lower back. This is all you need to know about Felix Unger  his wife has left him, he's a compulsive cleaner and he's a hypochondriac. And all in one scene. This is the particular genius of Neil Simon's comedy  it's about situation and character. There are few obvious physical jokes  no kicks to the groin, no cheap gags  just funny characters in uncomfortable situations. And, of course, he is a master of manipulating the audience's expectations. Coming from the Swingers era, imagine what I thought in the date scene when Felix starts lamenting about the breakup of his marriage to the girls his roommate Oscar has worked so hard to get into his apartment. He's blowing it, right? Think again. The girls love his sensitivity, his ability to cry in front of them. They invite him back to their place since his meatloaf has burned because Oscar wasn't paying enough attention to it. He's in like Flynn, right? Uh, yes, but he doesn't want to go with the girls because he's feeling vulnerable. Great stuff. And it's made even greater with a style that minimizes editing and maximizes the wonderful eight-room apartment set. You've got Jack Lemmon and the slouchy, pouchy Walter Matthau for Chrissakes, why mess it up? The visual style reminded me of Breakfast at Tiffany's, in that great effect is made from a large depth of field and the interplay between the various planes of action. Particularly memorable is the scene in which Felix, fleeing from Oscar, closes a partition only to realize the partition doesn't cover the side where Oscar is coming from. You get a real sense of the layout of the apartment, and thus the proximity in which the two divorcées live. The twist here is that these two are really married  to each other. So the observations about married life that might be ignored in an ordinary romantic comedy are made all the more poignant since they are two guys.",1,positive,there offer opening odd couple entirety film felix unger poor guy monogram even curse check new york hotel cleaning lady say good night goodbye answer back room empty pocket struggle take wedding ring put object neatly envelope addressed wife beloved child viewer finally put together aha he going watch struggle open window he going jump poor guy injures lower back need know felix unger wife left he compulsive cleaner he hypochondriac one scene particular genius neil simon comedy situation character obvious physical joke kick groin cheap gag funny character uncomfortable situation course master manipulating audience expectation coming swinger era imagine thought date scene felix start lamenting breakup marriage girl roommate oscar worked hard get apartment he blowing right think girl love sensitivity ability cry front invite back place since meatloaf burned oscar wasnt paying enough attention he like flynn right yes doesnt want girl he feeling vulnerable great stuff made even greater style minimizes editing maximizes wonderful eightroom apartment set youve got jack lemmon slouchy pouchy walter matthau chrissakes mess visual style reminded breakfast tiffany great effect made large depth field interplay various plane action particularly memorable scene felix fleeing oscar close partition realize partition doesnt cover side oscar coming get real sense layout apartment thus proximity two divorce live twist two really married observation married life might ignored ordinary romantic comedy made poignant since two guy
"I almost laughed out loud when during the commentary the director said this movie is original with a strong plot line. There is not one... repeat ONE original plot line or special effect in this blah movie. <br /><br />The Crows.... Hitchcock did it superbly back before CGI and even with CGI this film falls short of a well done attack scene. The creepy crawly boy... The Grudge did it and did it better. The psycho...done in Cold Creek Manor most recently, however it has been done to death. No pun intended. Disconnected/rebellious teen who no one listens to... about a dozen films have used this one right down to Beetlejuice. The oozy stuff from the basement... can you say Amnityville Horror? Doors opening unbidden... What Lies Beneath did it with much more flair. Creepy farmhouse... too numerous to mention. <br /><br />The backdrop of metaphysics-- which should have been the central focus, gets lost once you figure out what is happening, which by the way is pretty early on.<br /><br />One thing (of many actually) they never even try to explain in the movie is how they explain to the police that their attacker was sucked down the ooze in the basement, so they really don't have a body. <br /><br />Overall... DON'T BOTHER",0,negative,almost laughed loud commentary director said movie original strong plot line one repeat one original plot line special effect blah movie crow hitchcock superbly back cgi even cgi film fall short well done attack scene creepy crawly boy grudge better psychodone cold creek manor recently however done death pun intended disconnectedrebellious teen one listens dozen film used one right beetlejuice oozy stuff basement say amnityville horror door opening unbidden lie beneath much flair creepy farmhouse numerous mention backdrop metaphysics central focus get lost figure happening way pretty early onone thing many actually never even try explain movie explain police attacker sucked ooze basement really dont body overall dont bother
"This is simply one of the finest renditions of Dicken's classic tale. The script very accurately follows the story originally penned by Dickens, and captures a perfect balance between a film atmosphere and a play atmosphere. Viewers fond of either format will find enough of the story rooted in their presentation style of choice.<br /><br />George C. Scott brings a delightfully realistic approach to the character of Scrooge, and is very convincing in the character development instigated by the visits of the ghosts. I found that he was able to win me over to the point where I sympathized with the old miser, something rarely done in other versions. The superb job done by the supporting actors add greatly to this production, which is simply the most enjoyable of all the Christmas Carol versions I have seen.",1,positive,simply one finest rendition dickens classic tale script accurately follows story originally penned dickens capture perfect balance film atmosphere play atmosphere viewer fond either format find enough story rooted presentation style choicegeorge scott brings delightfully realistic approach character scrooge convincing character development instigated visit ghost found able win point sympathized old miser something rarely done version superb job done supporting actor add greatly production simply enjoyable christmas carol version seen
